,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,horsham,0.0,AU,1538144570,75.0,-36.71,142.2,42.94,8.55
387,kantang,32.0,TH,1538144572,100.0,7.42,99.52,77.59,3.62
390,salalah,20.0,OM,1538139000,74.0,17.01,54.1,80.6,12.75
391,oranjemund,0.0,ZA,1538144576,93.0,-28.55,16.43,58.42,24.54
392,nautla,88.0,MX,1538144577,100.0,20.22,-96.78,78.13,12.01
394,baykit,0.0,RU,1538144579,89.0,61.68,96.39,36.82,4.18
395,freetown,20.0,BS,1538143200,66.0,26.61,-78.36,87.8,5.82
396,puerto padre,40.0,CU,1538142600,70.0,21.2,-76.61,86.0,11.41
397,sao sebastiao,20.0,BR,1538139600,70.0,-3.15,-58.36,87.8,5.82
399,rio gallegos,0.0,AR,1538139600,70.0,-51.62,-69.22,44.6,5.82
400,onda,20.0,ES,1538143200,36.0,39.96,-0.26,80.6,5.82
401,broome,40.0,GB,1538142960,58.0,52.47,1.45,60.8,10.29
402,hamilton,40.0,CA,1538143200,63.0,43.26,-79.87,64.4,11.41
403,dzhebariki-khaya,0.0,RU,1538144590,67.0,62.22,135.8,32.41,7.99
404,salta,20.0,AR,1538139600,73.0,-24.79,-65.41,77.0,4.7
405,nacala,0.0,MZ,1538144592,89.0,-14.56,40.69,79.12,8.43
406,thinadhoo,92.0,MV,1538144583,100.0,0.53,72.93,79.66,17.6
407,limbang,75.0,BN,1538143200,94.0,4.75,115.01,80.6,2.24
408,muriwai beach,44.0,NZ,1538143200,87.0,-36.82,174.45,48.2,2.24
409,tamandare,8.0,BR,1538144597,65.0,-8.28,-70.75,90.91,3.74
412,mana,0.0,RS,1538143200,51.0,43.52,20.24,71.6,4.7
413,amahai,88.0,ID,1538144602,100.0,-3.31,129.0,81.55,13.69
414,popondetta,64.0,PG,1538144603,86.0,-8.77,148.24,66.07,1.72
415,saint-augustin,0.0,FR,1538143200,47.0,44.83,-0.61,80.6,8.05
416,taoudenni,0.0,ML,1538144605,16.0,22.68,-3.98,101.8,6.76
418,mathathane,0.0,BW,1538144608,23.0,-22.27,28.75,94.42,11.79
420,dalmatovo,24.0,RU,1538144610,74.0,56.26,62.94,46.0,16.04
421,macomer,0.0,IT,1538142600,57.0,40.26,8.77,75.2,9.17
422,biak,76.0,ID,1538144613,97.0,-0.91,122.88,76.87,4.41
423,devonport,0.0,AU,1538144614,88.0,-41.18,146.36,30.43,4.63
424,kirakira,64.0,SB,1538144615,98.0,-10.46,161.92,82.72,13.69
425,tena,20.0,EC,1538144616,84.0,-0.99,-77.82,70.57,3.4
426,visp,0.0,CH,1538142600,36.0,46.29,7.88,77.0,11.41
427,victor harbor,20.0,AU,1538143200,61.0,-35.55,138.62,48.2,6.93
428,serro,0.0,BR,1538144620,45.0,-18.6,-43.38,86.77,3.18
429,sola,75.0,FI,1538142600,65.0,62.78,29.36,41.0,10.29
430,miquelon,75.0,PM,1538143200,87.0,47.1,-56.38,53.6,16.11
431,constitucion,90.0,MX,1538142000,100.0,23.99,-104.67,59.0,4.41
432,sur,0.0,OM,1538144624,89.0,22.57,59.53,85.24,1.39
433,obeliai,88.0,LT,1538144626,73.0,55.94,25.8,51.49,12.01
434,lourdes,0.0,SV,1538142600,94.0,13.73,-89.37,80.6,5.82
435,hervey bay,0.0,AU,1538144628,97.0,-25.3,152.85,68.86,10.56
436,morristown,90.0,US,1538144100,97.0,36.21,-83.29,59.36,3.4
437,revda,92.0,RU,1538144630,100.0,67.94,34.55,35.02,4.97
438,kaffrine,0.0,SN,1538144631,75.0,14.1,-15.55,91.36,12.8
439,itarema,0.0,BR,1538144607,57.0,-2.92,-39.92,89.47,19.84
441,dryden,90.0,CA,1538143200,100.0,49.79,-92.84,37.4,8.05
442,vasterhaninge,40.0,SE,1538142600,81.0,59.12,18.1,44.6,12.75
443,hvide sande,40.0,DK,1538143260,71.0,56.01,8.13,53.6,20.8
444,salekhard,92.0,RU,1538144638,97.0,66.54,66.62,45.1,6.64
445,volterra,0.0,IT,1538142600,31.0,43.4,10.86,87.8,5.82
446,ixtlan del rio,90.0,MX,1538142300,100.0,21.03,-104.37,64.4,2.28
447,bangassou,92.0,CF,1538144642,78.0,4.74,22.82,79.3,2.73
448,umm kaddadah,12.0,SD,1538144643,22.0,13.6,26.69,97.21,8.99
449,nabire,88.0,ID,1538144644,95.0,-3.36,135.5,69.13,2.17
450,mahibadhoo,92.0,MV,1538144645,100.0,3.78,72.97,80.47,20.51
451,suez,24.0,EG,1538144647,31.0,29.97,32.54,89.83,7.2
452,ochakiv,75.0,UA,1538143200,63.0,46.61,31.55,64.4,6.71
453,merritt island,75.0,US,1538143860,70.0,28.54,-80.67,87.98,4.7
454,tongzi,68.0,CN,1538144650,96.0,28.78,105.09,62.92,2.95
455,ust-nera,36.0,RU,1538144651,89.0,64.57,143.24,11.8,2.39
456,mahanoro,80.0,MG,1538144652,87.0,-19.9,48.8,69.76,3.96
457,hofn,90.0,IS,1538139600,81.0,64.25,-15.21,46.4,28.86
458,palmer,20.0,AU,1538143200,61.0,-34.85,139.16,48.2,6.93
459,bandarbeyla,0.0,SO,1538144656,96.0,9.49,50.81,79.21,21.74
460,la libertad,0.0,PE,1538143200,15.0,-16.38,-71.56,68.0,5.82
461,uruzgan,80.0,AF,1538144658,72.0,32.93,66.63,47.89,1.83
462,jaguaruna,92.0,BR,1538144659,98.0,-28.62,-49.03,68.95,10.78
463,beira,75.0,ES,1538143200,82.0,43.2,-8.36,78.8,6.93
465,tessalit,12.0,ML,1538144663,19.0,20.2,1.01,101.35,5.08
466,zhigansk,44.0,RU,1538144664,100.0,66.77,123.37,34.39,2.62
467,paralimni,88.0,GR,1538144665,32.0,40.99,23.67,65.8,3.29
468,carutapera,68.0,BR,1538144666,71.0,-1.2,-46.02,85.78,15.26
469,kholm,64.0,RU,1538144668,75.0,57.15,31.18,46.18,15.03
470,jalu,0.0,LY,1538144669,35.0,29.03,21.55,82.27,6.53
471,ocos,40.0,GT,1538142060,88.0,14.51,-92.19,77.0,7.65
472,kahului,75.0,US,1538142960,90.0,20.89,-156.47,78.98,5.82
473,sompeta,12.0,IN,1538144672,91.0,18.93,84.6,78.49,3.96
474,rocha,92.0,UY,1538144673,91.0,-34.48,-54.34,62.47,15.59
475,paamiut,92.0,GL,1538144675,96.0,61.99,-49.67,40.42,20.29
476,moroni,0.0,US,1538144676,55.0,39.52,-111.59,42.85,1.61
477,morehead,90.0,US,1538143740,96.0,38.18,-83.43,57.02,3.4
478,ondarroa,20.0,ES,1538143200,65.0,43.32,-2.42,78.8,9.17
479,hami,0.0,CN,1538144679,47.0,42.84,93.51,48.07,4.41
480,egvekinot,68.0,RU,1538144681,94.0,66.32,-179.17,32.32,3.51
481,beringovskiy,92.0,RU,1538144682,100.0,63.05,179.32,45.37,20.18
482,fallbrook,90.0,US,1538143920,100.0,33.38,-117.25,68.0,3.36
483,young,48.0,UY,1538144665,83.0,-32.7,-57.63,74.08,13.24
484,ola,75.0,RU,1538139600,93.0,59.58,151.3,50.0,15.66
485,nantucket,90.0,US,1538144160,93.0,41.28,-70.1,62.06,9.17
486,guadix,20.0,ES,1538143200,32.0,37.3,-3.14,82.4,2.17
487,manggar,8.0,ID,1538144689,89.0,-2.88,108.27,78.31,7.65
488,bonavista,64.0,CA,1538144690,90.0,48.65,-53.11,52.66,17.83
490,talas,0.0,TR,1538142600,22.0,38.69,35.55,77.0,6.93
491,presidencia roque saenz pena,0.0,AR,1538144694,83.0,-26.79,-60.44,85.51,13.02
492,marsaxlokk,75.0,MT,1538142300,38.0,35.84,14.54,73.4,14.99
493,shumskiy,0.0,RU,1538144696,99.0,54.83,99.13,30.16,2.84
495,karratha,0.0,AU,1538144698,61.0,-20.74,116.85,65.44,7.76
496,filingue,24.0,NE,1538144699,41.0,14.35,3.32,99.01,4.74
497,jieshi,12.0,CN,1538144700,89.0,22.82,115.83,81.19,14.81
498,vanimo,8.0,PG,1538144702,100.0,-2.67,141.3,84.25,6.42
500,svetlaya,0.0,RU,1538144704,100.0,46.54,138.33,52.57,7.31
501,port hawkesbury,90.0,CA,1538143800,100.0,45.62,-61.36,53.6,11.41
502,hovd,75.0,NO,1538142600,81.0,63.83,10.7,42.8,14.99
503,molina,90.0,CL,1538139600,100.0,-35.11,-71.28,51.8,3.36
504,armidale,32.0,AU,1538144708,85.0,-30.51,151.67,49.78,5.41
505,lensk,12.0,RU,1538144710,93.0,60.71,114.91,35.92,2.51
506,lagoa,20.0,PT,1538143200,57.0,37.14,-8.45,80.6,9.17
507,kotido,48.0,UG,1538144712,43.0,3.01,34.12,82.09,10.78
508,kaeo,0.0,NZ,1538144713,77.0,-35.1,173.78,37.09,2.62
510,phayao,36.0,TH,1538144716,88.0,19.17,99.9,73.81,2.17
511,port hedland,0.0,AU,1538143200,88.0,-20.31,118.58,68.0,6.93
512,surt,12.0,LY,1538144461,88.0,31.21,16.59,76.87,17.72
513,ewa beach,20.0,US,1538143020,93.0,21.32,-158.01,78.98,7.76
514,kangaatsiaq,68.0,GL,1538144720,97.0,68.31,-53.46,37.09,19.84
516,tazmalt,20.0,DZ,1538143200,57.0,36.39,4.4,78.8,10.29
517,calabozo,12.0,VE,1538144723,66.0,8.92,-67.43,90.91,7.65
518,marsa matruh,0.0,EG,1538143200,58.0,31.35,27.25,84.2,4.7
519,pisco,90.0,PE,1538139600,30.0,-13.71,-76.2,71.6,3.36
520,kaseda,92.0,JP,1538144726,100.0,31.42,130.32,76.24,20.74
521,belebey,56.0,RU,1538144728,62.0,54.12,54.12,48.61,13.91
522,neryungri,20.0,RU,1538144729,87.0,56.66,124.71,37.54,7.76
523,okhotsk,12.0,RU,1538144730,86.0,59.36,143.24,45.28,17.38
524,pacific grove,90.0,US,1538143260,93.0,36.62,-121.92,55.4,5.82
525,muscat,20.0,OM,1538139000,70.0,23.6,58.55,87.8,9.17
526,sassandra,80.0,CI,1538144733,95.0,4.95,-6.09,78.58,14.36
527,caravelas,0.0,BR,1538144569,99.0,-17.73,-39.27,77.77,18.72
528,shenkursk,88.0,RU,1538144736,87.0,62.11,42.91,42.85,1.72
529,poum,75.0,MK,1538143200,25.0,41.28,20.71,60.8,14.99
530,airai,0.0,TL,1538144738,82.0,-8.93,125.41,68.05,1.61
531,naryan-mar,88.0,RU,1538144441,96.0,67.67,53.09,41.86,9.44
532,vilcun,92.0,CL,1538144740,95.0,-38.65,-72.23,45.55,14.47
533,ouesso,56.0,CG,1538144741,83.0,1.61,16.05,79.84,3.18
534,ahmadpur sial,56.0,PK,1538143200,36.0,30.68,71.77,91.4,4.7
535,rostovka,75.0,RU,1538141400,87.0,55.02,73.58,51.8,15.66
536,omsukchan,88.0,RU,1538144468,90.0,62.53,155.8,29.08,9.33
537,iguape,92.0,BR,1538144746,98.0,-24.7,-47.56,72.19,7.65
538,berlevag,40.0,NO,1538142600,52.0,70.86,29.09,41.0,11.41
539,ercis,20.0,TR,1538142600,49.0,39.03,43.36,71.6,6.93
540,hengshui,24.0,CN,1538144749,37.0,37.73,115.7,65.35,12.46
541,aykhal,92.0,RU,1538144751,91.0,65.95,111.51,37.27,2.84
542,temanggung,0.0,ID,1538144752,95.0,-7.32,110.18,67.69,3.4
543,saint-denis,40.0,FR,1538143200,59.0,48.94,2.36,66.2,12.75
544,cukai,32.0,MY,1538143200,94.0,4.25,103.42,78.8,1.12
545,gilgit,36.0,PK,1538144755,70.0,35.92,74.31,40.24,0.16
546,hirara,92.0,JP,1538144757,100.0,24.8,125.28,80.65,43.66
547,muncar,0.0,ID,1538144758,96.0,-8.43,114.34,76.06,4.29
548,virginia beach,75.0,US,1538143380,79.0,36.85,-75.98,82.94,12.75
549,cikupa,36.0,ID,1538144760,100.0,-7.65,108.11,73.81,8.43
550,cartagena,20.0,ES,1538143200,61.0,37.63,-1.0,82.4,8.05
551,kurchum,12.0,KZ,1538144763,81.0,48.57,83.65,51.58,4.52
552,baie-saint-paul,0.0,CA,1538144764,84.0,47.44,-70.51,53.29,4.07
553,vila praia de ancora,0.0,PT,1538143200,68.0,41.81,-8.85,69.8,11.41
554,arman,75.0,RU,1538139600,93.0,59.7,150.17,50.0,15.66
555,milkovo,88.0,BG,1538143200,20.0,41.53,24.68,71.6,8.05
556,wagar,56.0,US,1538144769,87.0,31.44,-87.99,77.77,3.51
558,barreirinha,8.0,BR,1538144771,59.0,-2.8,-57.07,91.99,4.85
559,pasan,0.0,IN,1538144772,67.0,22.84,82.2,76.42,4.74
560,yerbogachen,0.0,RU,1538144773,87.0,61.28,108.01,36.73,2.73
561,norton,76.0,ZW,1538144775,22.0,-17.87,30.7,87.67,6.76
562,barcelos,0.0,PT,1538143200,64.0,41.53,-8.62,69.8,14.99
563,parakan,0.0,ID,1538144777,90.0,-7.45,109.59,63.01,3.18
564,malangali,0.0,TZ,1538144778,21.0,-8.57,34.85,77.59,15.26
565,basco,1.0,US,1538144100,87.0,40.33,-91.2,58.1,10.29
566,caldas novas,80.0,BR,1538144781,35.0,-17.75,-48.62,93.79,2.51
567,ulladulla,92.0,AU,1538139600,82.0,-35.36,150.48,55.4,4.7
568,alta floresta,36.0,BR,1538139600,94.0,-9.87,-56.08,75.2,2.84
569,altay,0.0,CN,1538144784,77.0,47.83,88.13,28.54,2.28
570,yar-sale,76.0,RU,1538144786,86.0,66.83,70.83,53.92,17.6
571,richards bay,32.0,ZA,1538144787,81.0,-28.77,32.06,74.35,13.8
572,cruz alta,80.0,AR,1538144788,84.0,-33.01,-61.81,74.62,15.48
573,smithers,75.0,CA,1538143200,100.0,54.78,-127.17,39.2,1.95
574,fasa,40.0,IR,1538139600,14.0,28.94,53.65,89.6,1.61
576,baherden,0.0,TM,1538144793,45.0,38.44,57.43,69.94,4.29
578,roebourne,0.0,AU,1538144795,61.0,-20.77,117.15,65.44,7.76
579,exeter,20.0,GB,1538142600,54.0,50.73,-3.53,59.0,14.99
581,skjervoy,40.0,NO,1538142600,69.0,70.03,20.97,39.2,18.34
582,bud,75.0,NO,1538142600,70.0,62.91,6.91,48.2,23.04
583,iquitos,0.0,PE,1538139600,83.0,-3.75,-73.25,82.4,5.82
584,vallejo,75.0,US,1538143440,80.0,38.1,-122.26,59.0,4.7
585,vrangel,32.0,RU,1538144804,100.0,42.73,133.08,62.83,3.4
586,nossa senhora da gloria,20.0,BR,1538144805,47.0,-10.22,-37.42,89.11,12.8
587,padang,32.0,ID,1538144612,100.0,-0.92,100.36,83.17,5.64
588,carballo,75.0,ES,1538143200,82.0,43.21,-8.69,78.8,6.93
589,minsk,75.0,BY,1538141400,66.0,53.9,27.56,53.6,6.71
590,french harbor,75.0,HN,1538143200,70.0,16.35,-86.43,86.0,19.46
592,cordoba,0.0,CO,1538144811,53.0,5.59,-73.79,66.88,1.16
593,severobaykalsk,0.0,RU,1538144813,70.0,55.65,109.32,28.99,3.06
594,baisha,20.0,CN,1538144814,100.0,19.23,109.45,72.28,1.16
595,makakilo city,20.0,US,1538143020,93.0,21.35,-158.09,78.98,7.76
597,gat,0.0,SN,1538144817,74.0,14.69,-16.54,89.47,12.8
598,kuandian,92.0,CN,1538144818,93.0,40.73,124.78,55.18,10.89
599,requena,20.0,ES,1538143200,36.0,39.49,-1.1,80.6,5.82
600,goderich,56.0,CA,1538144791,88.0,43.74,-81.71,60.04,18.5
601,limoges,0.0,FR,1538143200,38.0,45.84,1.26,77.0,9.17
602,amazar,0.0,RU,1538144823,73.0,53.86,120.88,42.49,2.95
603,tabasalu,20.0,EE,1538142600,61.0,59.43,24.54,50.0,11.41
